"H"|"CRB0001"|"Global East African Bank"|"2015-06-24"|"1.09"|"2015-06-03"
"D"|""|"CB"|"Bank of West African"|"20150601"|"Wangolo"|"Joel"|""|""|"Unknown"|"Kassebwera"|""|""|"Butenga"|"Bukomansimbi"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150602"|"Wangolo"|"Joel"|""|""|"Unknown"|"Mawuki"|"Kasanvu"|"Kisugu"|"Kabulasoke"|"Gomba"|"0"|""|""|"UG"|""|"T"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150603"|"Wangolo"|"Joel"|""|""|"Unknown"|"Buwoola"|"Kasanvu"|"Kisugu"|"Najjembe"|"Buikwe"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150604"|"Wangolo"|"Joel"|""|""|"Unknown"|"Kagulube"|"Kasanvu"|"Kisugu"|"Mugoye"|"Kalangala"|"0"|""|""|"UG"|""|"R"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150604"|"Wangolo"|"Joel"|""|""|"Unknown"|"Kagulube"|"Kasanvu"|"Kisugu"|"Mugoye"|"Kalangala"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150605"|"Wangolo"|"Joel"|""|""|"Unknown"|"Tiribogo"|"Kasanvu"|"Kisugu"|"Muduma"|"Mpigi"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150605"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bugomola"|"Kasanvu"|"Kisugu"|"Lwabenge"|"Kalungu"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150606"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bugomola"|"Kasanvu"|"Kisugu"|"Lwabenge"|"Kalungu"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150607"|"Wangolo"|"Joel"|""|""|"Unknown"|"Kibisi"|"Kasanvu"|"Kisugu"|"Lwabenge"|"Kalungu"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150607"|"Wangolo"|"Joel"|""|""|"Unknown"|"Tiribogo"|"Kasanvu"|"Kisugu"|"Muduma"|"Mpigi"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150608"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bbeta"|"Kasanvu"|"Kisugu"|"Mugoye"|"Kalangala"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150609"|"Wangolo"|"Joel"|""|""|"Unknown"|"Tiribogo"|"Kasanvu"|"Kisugu"|"Muduma"|"Mpigi"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150610"|"Wangolo"|"Joel"|""|""|"Unknown"|"Buggala"|"Kasanvu"|"Kisugu"|"Mazinga"|"Kalangala"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150610"|"Wangolo"|"Joel"|""|""|"Unknown"|"Butulume"|"Kasanvu"|"Kisugu"|"Mazinga"|"Kalangala"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150611"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bugomola"|"Kasanvu"|"Kisugu"|"Lwabenge"|"Kalungu"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150612"|"Wangolo"|"Joel"|""|""|"Unknown"|"Makukuulu"|"Kasanvu"|"Kisugu"|"Kitanda"|"Bukomansimbi"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150612"|"Wangolo"|"Joel"|""|""|"Unknown"|"Buzingo"|"Kasanvu"|"Kisugu"|"Kyamuswa"|"Kalangala"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150613"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bbeta"|"Kasanvu"|"Kisugu"|"Mugoye"|"Kalangala"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150614"|"Wangolo"|"Joel"|""|""|"Unknown"|"Magezi-kizungu"|"Kasanvu"|"Kisugu"|"Lukaya Tc"|"Kalungu"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150615"|"Wangolo"|"Joel"|""|""|"Unknown"|"Katwe"|"Kasanvu"|"Kisugu"|"Katwe/butego"|"Masaka"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150616"|"Wangolo"|"Joel"|""|""|"Unknown"|"Mawuki"|"Kasanvu"|"Kisugu"|"Kabulasoke"|"Gomba"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150617"|"Wangolo"|"Joel"|""|""|"Unknown"|"Kampala"|"Kasanvu"|"Kisugu"|"Lwemiyaga"|"Sembabule"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150618"|"Wangolo"|"Joel"|""|""|"Unknown"|"Ssunga"|"Kasanvu"|"Kisugu"|"Bukakata"|"Masaka"|"0"|""|""|"UG"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|""|""
"D"|""|"CB"|"Bank of West African"|"20150619"|"Wangolo"|"Joel"|""|""|"Unknown"|"Buwoola"|"Kasanvu"|"Kisugu"|"Najjembe"|"Buikwe"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|"bankwest@westafrica.com"|"www.bankofwesteafrica.com"
"D"|""|"CB"|"Bank of West African"|"20150619"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bbeta"|"Kasanvu"|"Kisugu"|"Mugoye"|"Kalangala"|"0"|""|""|"AF"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|"bankwest@westafrica.com"|"www.bankofwesteafrica.com"
"D"|""|"CB"|"Bank of West African"|"20150620"|"Wangolo"|"Joel"|""|""|"Unknown"|"Bugomola"|"Kasanvu"|"Kisugu"|"Lwabenge"|"Kalungu"|"0"|""|""|"AL"|""|"O"|"256"|""|"256"|""|"256"|""|"256"|""|"bankwest@westafrica.com"|"www.bankofwesteafrica.com"
