"H"|"BS001"|"Bank of West India"|"20151101"|""|"20151116"|"BC"
"D"|"CB001"|"1013"|"120998"|"0"|"5005630001.0"|"20100722.0"|"0"|"0"|"605848.0"|""|"UGX"|""|"360000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1013"|"120877"|"0"|"5005630001.0"|"20100722.0"|"0"|"0"|"605848.0"|""|"UGX"|""|"200000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1013"|"120257"|"0"|"5005630001.0"|"20100722.0"|"0"|"0"|"605848.0"|""|"UGX"|""|"2000000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1005"|"120227"|"1"|"1860650002.0"|"20121115.0"|"1"|"1"|"3376588.0"|""|"UGX"|""|"1628000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1002"|"120206"|"1"|"20173648006.0"|"20040505.0"|"0"|"0"|"127589.0"|""|"UGX"|""|"1232000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1001"|"116618"|"0"|"1247600003.0"|"20121022.0"|"0"|"0"|"47602.0"|""|"UGX"|""|"10000000.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|"4286"|"Mirrima House"|"2"|"12"|"Mbogo Road"|"Makonda"|"Forbidden"|"Bukasa"|"Rwebisengo"|"Ntoroko District"|"1"|"4286"|"Kampala"|"UG"|"12"|"T"|"0713534070"|"0713534070"|"0713534070"|"0713534070"|"wangoloj@mail.com"|"www.google.com"|"4286"|"Mirrima House"|"2"|"12"|"Mbogo Road"|"Makonda"|"Forbidden"|"Bukasa"|"Rwebisengo"|"Ntoroko District"|"1"|"4286"|"Kampala"|"UG"|"12"|"T"|"0713534070"|"0713534070"|"0713534070"|"0713534070"|"wangoloj@mail.com"|"www.google.com"
"D"|"CB001"|"1001"|"116582"|"1"|"1201030005.0"|"20100223.0"|"1"|"1"|"625691.0"|""|"UGX"|""|"4000000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1001"|"116543"|"1"|"1201030005.0"|"20100223.0"|"1"|"1"|"625691.0"|""|"UGX"|""|"2120000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1001"|"105985"|"0"|"1199390008.0"|"20100111.0"|"0"|"0"|"125740.0"|""|"UGX"|""|"200000.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"D"|"CB001"|"1001"|"104912"|"0"|"10115177001.0"|"20060907.0"|"0"|"0"|"129359.0"|""|"UGX"|""|"2394364.0"|"0.0"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
